DATE,CO_MIN,CO_MAX,CO_MEAN,PM10_MIN,PM10_MAX,PM10_MEAN,TMIN_IAC,TMAX_IAC,TMIN_VC,TMAX_VC,AVGPRESSURE_VC,HMIN_VC,HMAX_VC,TMEAN_CP,TMIN_CP,TMAX_CP,AVGPRESSURE_CP,HMIN_CP,HMAX_CP,HMEAN_CP,all_under_20_female,all_under_20_male,all_20_to_65_female,all_20_to_65_male,all_over_65_female,all_over_65_male,chd_20_to_65_female,chd_20_to_65_male,chd_over_65_female,chd_over_65_male,mi_20_to_65_female,mi_20_to_65_male,mi_over_65_female,mi_over_65_male,avc_20_to_65_female,avc_20_to_65_male,avc_over_65_female,avc_over_65_male,chd_M,chd_F,mi_M,mi_F,avc_M,avc_F,all_M,all_F,all_under_20,all_20_to_65,all_over_65,chd_20_to_65,chd_over_65,mi_20_to_65,mi_over_65,avc_20_to_65,avc_over_65,all_chd,all_mi,all_avc,all,all_white,all_brown,all_black,all_white_M,all_brown_M,all_black_M,all_white_F,all_brown_F,all_black_F,chd_white,chd_brown,chd_black,chd_white_M,chd_brown_M,chd_black_M,chd_white_F,chd_brown_F,chd_black_F,mi_white,mi_brown,mi_black,mi_white_M,mi_brown_M,mi_black_M,mi_white_F,mi_brown_F,mi_black_F,avc_white,avc_brown,avc_black,avc_white_M,avc_brown_M,avc_black_M,avc_white_F,avc_brown_F,avc_black_F
2001-01-01,0.6,1.2,0.8043478260869565,,,,18.2,28.2,17.8,27.9,938.5020833333332,57.0,91.0,,,,,,,,0,0,2,2,3,4,1,1,2,2,1,1,2,2,1,0,1,0,3,3,3,3,0,2,6,5,0,4,7,2,4,2,4,1,1,6,6,2,11,9,2,0,5,1,0,4,1,0,5,1,0,3,0,0,2,1,0,5,1,0,3,0,0,2,1,0,2,0,0,0,0,0,2,0,0
2001-01-02,0.4,1.9,1.0782608695652172,,,,17.8,30.0,16.6,29.8,938.7520833333332,44.0,93.0,23.146,17.17,27.97,948.8,100.0,100.0,100.0,0,0,0,1,4,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,2,4,0,1,5,1,1,1,1,0,1,2,2,1,6,6,0,0,2,0,0,4,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2001-01-03,0.4,2.5,1.2391304347826086,,,,18.0,30.4,17.3,29.6,939.8666666666668,46.0,94.0,22.359645390070924,16.06,30.12,953.5347222222222,48.69,100.0,84.54645833333333,0,0,1,3,1,3,0,1,1,1,0,1,1,1,0,1,0,1,2,1,2,1,2,0,6,2,0,4,4,1,2,1,2,1,1,3,3,2,8,6,1,1,5,1,0,1,0,1,2,1,0,1,1,0,1,0,0,2,1,0,1,1,0,1,0,0,2,0,0,2,0,0,0,0,0
2001-01-04,0.5,2.0,1.166666666666667,23.0,65.0,44.7,18.4,30.4,17.8,30.0,942.2204081632652,51.0,98.0,23.83888888888889,19.33,30.5,957.6319444444445,55.66,100.0,77.79979166666666,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,2,1,0,3,0,1,0,1,0,2,0,1,1,2,3,3,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2001-01-05,0.4,2.5,1.334782608695652,4.0,59.0,26.5,17.8,31.4,17.5,31.1,941.5734693877552,47.0,99.0,24.015069444444446,18.71,31.4,957.0138888888889,52.27,100.0,81.71513888888889,0,0,0,3,2,0,0,1,2,0,0,1,1,0,0,2,0,0,1,2,1,1,2,0,3,2,0,3,2,1,2,1,1,2,0,3,2,2,5,4,1,0,2,1,0,2,0,0,2,1,0,0,1,0,2,0,0,1,1,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0
2001-01-06,0.6,1.8,1.191304347826087,4.0,55.0,28.125,19.8,31.4,19.1,31.6,939.0520833333334,46.0,100.0,25.054930555555554,20.12,31.31,954.3888888888889,55.43,100.0,79.943125,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,1,0,0,0,0,0,1,0,0,3,3,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-01-07,0.6,1.5,0.9391304347826088,3.0,39.0,22.166666666666668,20.0,33.0,19.9,32.9,937.6604166666668,37.0,88.0,25.730138888888888,20.23,32.43,952.8333333333334,42.97,100.0,72.30277777777778,0,0,0,2,2,3,0,2,1,1,0,2,0,0,0,0,0,1,3,1,2,0,1,0,5,2,0,2,5,2,2,2,0,0,1,4,2,1,7,5,1,1,3,1,1,2,0,0,2,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2001-01-08,0.5,2.5,1.4130434782608696,6.0,63.0,32.333333333333336,19.6,33.6,19.0,33.4,937.7645833333332,38.0,97.0,24.960208333333334,19.72,32.88,953.0069444444445,44.34,100.0,77.39430555555556,0,0,3,1,3,1,2,1,0,0,2,1,0,0,0,0,0,0,1,2,1,2,0,0,2,6,0,4,4,3,0,3,0,0,0,3,3,0,8,7,1,0,2,0,0,5,1,0,2,1,0,1,0,0,1,1,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-01-09,0.5,2.2,1.295652173913043,3.0,91.0,30.375,19.8,32.0,19.1,31.9,938.538775510204,46.0,100.0,24.558402777777776,19.82,30.98,953.8541666666666,48.79,100.0,77.28013888888889,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,2,0,2,1,0,1,2,0,1,2,1,1,1,1,0,1,2,2,1,3,3,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0
2001-01-10,0.5,2.3,1.517391304347826,3.0,38.0,22.043478260869566,19.2,28.0,19.2,27.2,939.669387755102,58.0,100.0,22.973819444444445,19.63,27.98,955.7222222222222,60.97,95.8,82.62104166666667,0,0,2,0,4,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,6,0,2,4,2,0,1,0,0,1,2,1,1,6,5,0,1,0,0,0,5,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2001-01-11,0.6,2.7,1.5086956521739132,5.0,80.0,31.08695652173913,19.0,28.8,19.2,28.2,940.7708333333334,55.0,97.0,23.371944444444445,19.6,28.78,956.3611111111111,59.25,93.6,77.904375,0,0,0,1,1,2,0,1,0,1,0,1,0,1,0,0,0,0,2,0,2,0,0,0,3,1,0,1,3,1,1,1,1,0,0,2,2,0,4,3,0,0,2,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-01-12,0.6,3.3,1.773913043478261,8.0,84.0,30.916666666666668,18.8,31.0,17.3,28.8,940.6938775510204,55.0,99.0,22.983819444444446,19.03,30.85,956.2361111111111,53.25,93.7,79.76826388888888,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,2,2,0,1,3,0,1,0,1,0,1,1,1,1,4,4,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2001-01-13,0.7,2.7,1.473913043478261,3.0,62.0,26.95833333333333,18.2,30.0,17.3,27.7,942.3020833333334,63.0,100.0,22.61138888888889,19.21,29.66,957.9027777777778,55.08,96.1,82.45222222222223,0,0,1,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,4,0,2,3,1,1,1,0,0,0,2,1,0,5,1,0,4,0,0,1,1,0,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001-01-14,0.8,1.6,1.1391304347826086,5.0,103.0,30.681818181818183,18.4,30.6,17.9,28.9,943.3770833333332,52.0,99.0,22.518055555555556,18.69,30.82,959.1111111111111,53.38,97.0,82.05493055555556,0,0,2,2,1,0,2,1,1,0,2,1,1,0,0,1,0,0,1,3,1,3,1,0,2,3,0,4,1,3,1,3,1,1,0,4,4,1,5,3,2,0,1,1,0,2,1,0,2,2,0,0,1,0,2,1,0,2,2,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0
2001-01-15,0.6,2.7,1.5133333333333332,2.0,76.0,28.30434782608696,18.6,31.4,17.9,31.0,942.1163265306122,45.0,96.0,24.01625,18.25,31.95,957.2569444444445,50.38,100.0,77.3451388888889,0,0,0,4,1,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,1,0,4,1,3,0,3,0,0,0,3,3,0,5,3,1,1,3,0,1,0,1,0,2,0,1,2,0,1,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001-01-16,1.2,2.2,1.7285714285714289,2.0,89.0,28.0,19.0,32.0,18.0,31.3,941.6541666666668,37.0,97.0,25.333402777777778,19.15,32.21,956.4930555555555,41.5,100.0,72.86243055555556,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2001-01-17,0.4,2.3,1.3208333333333333,5.0,79.0,39.458333333333336,21.8,32.6,20.8,32.3,941.7541666666668,42.0,91.0,25.885694444444443,21.19,32.43,956.0763888888889,47.68,100.0,72.90916666666666,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,1,0,0,3,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-01-18,0.5,2.5,1.3416666666666668,1.0,147.0,43.208333333333336,20.6,33.2,19.8,32.6,941.1145833333334,42.0,92.0,26.308263888888888,20.54,32.89,955.3611111111111,45.82,100.0,74.33118055555556,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,1,4,0,1,0,0,0,0,1,0,0,5,4,1,0,2,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-01-19,0.4,2.8,1.3041666666666667,10.0,164.0,49.833333333333336,19.4,32.8,19.3,32.8,941.09375,38.0,97.0,25.731041666666666,20.17,31.67,955.6041666666666,46.77,100.0,79.83006944444445,0,0,1,1,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,5,0,2,6,0,1,0,1,0,0,1,1,0,8,6,2,0,2,1,0,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001-01-20,0.5,1.9,0.9750000000000004,8.0,143.0,34.583333333333336,20.0,30.4,20.0,30.3,941.0770833333332,39.0,90.0,24.237986111111113,19.87,30.33,955.7638888888889,46.25,95.0,72.02125,0,0,1,3,0,3,0,0,0,1,0,0,0,0,1,2,0,1,1,0,0,0,3,1,6,1,0,4,3,0,1,0,0,3,1,1,0,4,7,6,0,1,5,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,1,1,0,0
2001-01-21,0.4,1.2,0.7416666666666668,8.0,64.0,29.63636363636364,18.6,30.2,18.3,28.4,939.8520833333332,53.0,90.0,23.123125,18.42,29.47,955.1666666666666,46.94,92.8,74.50458333333333,0,0,0,3,2,5,0,2,2,2,0,2,2,2,0,1,0,0,4,2,4,2,1,0,8,2,0,3,7,2,4,2,4,1,0,6,6,1,10,7,2,1,6,1,1,1,1,0,4,2,0,3,1,0,1,1,0,4,2,0,3,1,0,1,1,0,1,0,0,1,0,0,0,0,0
2001-01-22,0.3,2.1,1.1304347826086956,6.0,71.0,32.72727272727273,19.2,30.8,18.8,30.5,939.7083333333334,46.0,93.0,24.007986111111112,19.52,30.55,954.9513888888889,50.52,89.9,74.73131944444444,0,0,0,3,2,2,0,2,0,0,0,1,0,0,0,0,0,1,2,0,1,0,1,0,5,2,0,3,4,2,0,1,0,0,1,2,1,1,7,6,1,0,4,1,0,2,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2001-01-23,0.3,2.4,1.2958333333333334,3.0,180.0,33.041666666666664,19.6,30.6,19.1,31.6,939.9755102040816,48.0,95.0,22.970277777777778,19.46,30.92,955.6111111111111,51.32,94.5,84.07993055555556,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,2,0,0,1,1,0,1,0,1,1,0,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2001-01-24,0.3,2.4,1.2913043478260868,6.0,146.0,36.04545454545455,20.4,29.8,19.7,31.4,940.8019607843136,55.0,100.0,23.08298611111111,20.54,31.06,956.3472222222222,56.55,97.5,86.98194444444444,0,0,2,1,5,2,1,0,2,2,0,0,1,1,0,0,0,0,2,3,1,1,0,0,3,7,0,3,7,1,4,0,2,0,0,5,2,0,10,7,2,0,2,1,0,5,1,0,2,2,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-01-25,0.4,2.8,1.3625,2.0,84.0,26.875,19.4,29.8,19.5,28.8,940.0666666666668,67.0,100.0,22.88013888888889,19.87,30.12,955.7638888888889,57.73,97.5,87.57916666666667,0,0,2,1,3,1,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,1,1,2,2,5,0,3,4,0,1,0,1,3,0,1,1,3,7,6,1,0,2,0,0,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,1,1,0
2001-01-26,0.5,2.4,1.4875,2.0,49.0,27.666666666666668,20.2,28.0,19.8,28.2,939.6729166666668,62.0,100.0,22.913333333333334,20.7,28.23,955.8958333333334,64.45,97.7,86.645,0,0,0,1,4,0,0,1,2,0,0,1,2,0,0,0,0,0,1,2,1,2,0,0,1,4,0,1,4,1,2,1,2,0,0,3,3,0,5,5,0,0,1,0,0,4,0,0,3,0,0,1,0,0,2,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2001-01-27,0.8,2.1,1.275,4.0,88.0,30.58333333333333,19.8,31.0,19.5,32.2,938.830612244898,49.0,99.0,24.435902777777777,19.93,30.13,954.2361111111111,58.58,96.3,79.54944444444445,0,0,0,2,2,4,0,0,1,2,0,0,1,2,0,1,0,0,2,1,2,1,1,0,6,2,0,2,6,0,3,0,3,1,0,3,3,1,8,6,1,0,4,1,0,2,0,0,2,1,0,1,1,0,1,0,0,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
2001-01-28,0.6,1.2,0.8260869565217391,7.0,60.0,22.17391304347826,19.0,31.8,18.8,31.8,938.4125,49.0,100.0,24.382083333333334,19.39,31.66,953.9375,51.47,100.0,80.45222222222223,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-01-29,0.4,3.0,1.2458333333333331,2.0,160.0,36.208333333333336,18.2,30.4,18.2,30.1,937.7729166666668,51.0,100.0,23.18977272727273,18.78,29.47,953.280303030303,54.05,97.1,81.37787878787879,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,2,0,0,0,0,1,0,0,0,1,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2001-01-30,0.5,3.2,1.3624999999999998,7.0,129.0,37.0,18.8,30.4,20.6,29.6,936.2583333333332,62.0,99.0,24.49625,20.45,32.64,948.8819444444445,57.72,96.3,84.05083333333333,0,0,1,3,2,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,3,3,0,4,2,1,0,1,0,2,0,1,1,2,6,4,2,0,2,1,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2001-01-31,0.5,2.9,1.429166666666667,4.0,97.0,37.29166666666666,19.8,30.2,19.4,29.3,937.188,62.0,100.0,25.14263888888889,20.7,32.96,947.7083333333334,56.79,99.2,83.61319444444445,0,0,0,3,1,2,0,1,1,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,5,1,0,3,3,1,2,1,0,0,0,3,1,0,6,5,1,0,4,1,0,1,0,0,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-02-01,0.5,2.4,1.3875000000000002,2.0,60.0,28.041666666666668,19.4,30.2,19.2,29.9,935.8408163265306,52.0,100.0,25.09125,20.73,32.56,946.5277777777778,58.75,100.0,85.15180555555555,0,0,1,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,3,0,1,4,0,3,0,0,0,0,3,0,0,5,5,0,0,2,0,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-02-02,0.7,2.4,1.5291666666666666,9.0,55.0,30.45833333333333,19.8,31.8,20.2,31.9,935.74375,52.0,99.0,26.73513888888889,21.71,33.99,945.5069444444445,45.29,100.0,79.02472222222222,0,0,0,2,2,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,2,0,3,2,0,2,3,1,1,1,1,1,1,2,2,2,5,4,1,0,2,1,0,2,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0
2001-02-03,0.8,2.3,1.3125,2.0,74.0,30.45833333333333,21.2,31.8,20.5,31.4,937.19,52.0,97.0,26.293333333333337,22.13,34.33,947.0347222222222,47.34,96.8,77.85958333333333,0,0,2,2,3,1,1,1,1,0,1,1,1,0,0,1,0,0,1,2,1,2,1,0,3,5,0,4,4,2,1,2,1,1,0,3,3,1,8,6,0,2,3,0,0,3,0,2,1,0,2,1,0,0,0,0,2,1,0,2,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0
2001-02-04,0.6,1.6,1.0125,6.0,66.0,24.772727272727277,20.6,32.8,19.7,32.4,938.9428571428572,46.0,99.0,27.266458333333333,21.71,34.06,948.5486111111111,46.79,93.5,69.83534722222223,0,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,3,0,2,2,1,0,1,0,0,1,1,1,1,4,4,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2001-02-05,0.7,2.8,1.5458333333333334,6.0,113.0,41.130434782608695,21.4,32.0,20.0,31.7,938.07,51.0,100.0,25.81895833333333,21.35,33.7,947.8055555555555,50.46,99.9,81.87222222222222,0,0,2,3,2,1,0,3,1,0,0,2,0,0,2,0,0,0,3,1,2,0,0,2,4,4,0,5,3,3,1,2,0,2,0,4,2,2,8,8,0,0,4,0,0,4,0,0,4,0,0,3,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0
2001-02-06,0.5,2.3,1.3956521739130432,8.0,102.0,27.39130434782609,19.4,29.6,19.4,29.6,937.6142857142858,61.0,100.0,24.191111111111113,20.7,31.96,948.4722222222222,56.05,100.0,87.11944444444445,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2,1,0,2,1,1,0,1,0,1,0,1,1,1,3,3,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2001-02-07,0.5,2.6,1.5250000000000004,2.0,71.0,29.916666666666668,19.8,29.4,19.9,28.9,937.80625,65.0,100.0,25.823055555555555,21.29,31.05,948.2361111111111,61.51,100.0,82.66548611111111,0,0,2,2,1,2,1,0,1,1,1,0,1,1,1,1,0,0,1,2,1,2,1,1,4,3,0,4,3,1,2,1,2,2,0,3,3,2,7,4,3,0,3,1,0,1,2,0,1,2,0,1,0,0,0,2,0,1,2,0,1,0,0,0,2,0,1,1,0,0,1,0,1,0,0
2001-02-08,0.6,3.2,1.9541666666666664,14.0,162.0,44.13636363636363,21.2,31.2,20.9,30.8,937.7104166666668,59.0,96.0,25.055208333333333,22.05,34.52,948.0902777777778,50.55,98.4,85.70715277777778,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,1,0,1,0,1,0,0,1,1,0,2,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-02-09,0.6,3.3,1.8875,7.0,55.0,30.58333333333333,20.8,24.8,20.2,23.5,937.8145833333332,88.0,100.0,23.474791666666665,22.06,28.09,949.0555555555555,72.8,98.3,93.08194444444445,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,1,2,1,0,1,0,0,0,1,1,0,3,3,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-02-10,0.9,2.8,1.7,2.0,79.0,30.375,20.6,26.6,20.0,26.5,938.064,73.0,99.0,23.060347222222223,21.35,29.04,949.6527777777778,72.5,99.0,94.27013888888888,0,0,0,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,2,2,1,1,1,0,0,0,2,1,0,4,4,0,0,3,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-02-11,0.8,1.8,1.1708333333333334,6.0,80.0,25.043478260869566,19.4,31.0,19.7,29.7,938.6204081632652,58.0,98.0,25.29201388888889,20.53,32.98,949.1388888888889,51.77,97.3,80.7351388888889,0,0,0,3,2,3,0,3,0,2,0,3,0,0,0,0,0,1,5,0,3,0,1,0,6,2,0,3,5,3,2,3,0,0,1,5,3,1,8,7,1,0,6,0,0,1,1,0,5,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2001-02-12,0.6,4.0,1.8000000000000005,10.0,78.0,29.625,19.0,30.8,19.7,30.6,939.0375,57.0,100.0,24.298194444444444,21.63,32.76,949.7291666666666,56.3,98.1,86.61743055555556,0,0,1,4,1,3,1,2,1,1,1,2,1,1,0,0,0,0,3,2,3,2,0,0,7,2,0,5,4,3,2,3,2,0,0,5,5,0,9,6,3,0,5,2,0,1,1,0,2,3,0,1,2,0,1,1,0,2,3,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-02-13,0.6,3.6,1.7875000000000003,11.0,111.0,32.791666666666664,20.0,28.6,19.9,28.5,938.1897959183674,61.0,100.0,24.162083333333335,21.57,30.56,948.875,60.82,98.8,88.38611111111112,0,0,1,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,3,0,3,2,2,0,2,0,0,0,2,2,0,5,3,1,0,2,0,0,1,1,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-02-14,0.6,3.2,1.7250000000000003,5.0,104.0,33.125,19.6,28.2,19.7,27.5,936.6541666666668,63.0,100.0,24.351597222222225,20.94,29.65,947.3263888888889,62.6,98.5,85.8807638888889,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1,1,1,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2001-02-15,0.7,3.0,1.7291666666666667,7.0,60.0,30.291666666666668,19.4,29.2,19.3,28.8,936.272,63.0,100.0,24.703958333333333,20.63,31.43,946.75,55.19,97.5,81.78631944444444,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,0,2,2,0,1,0,1,0,0,1,1,0,4,3,1,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-02-16,0.6,3.1,1.7250000000000003,3.0,77.0,29.416666666666668,19.0,29.2,18.3,28.1,939.1333333333332,68.0,100.0,23.73146853146853,20.31,31.64,952.5357142857143,60.34,98.6,86.52475524475526,0,0,3,0,2,3,0,0,1,1,0,0,1,1,1,0,1,2,1,1,1,1,2,2,3,5,0,3,5,0,2,0,2,1,3,2,2,4,8,3,3,2,2,1,0,1,2,2,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,2,2,0,1,1,0,1,1,0
2001-02-17,0.8,2.6,1.5958333333333332,3.0,84.0,26.45833333333333,20.2,30.8,19.0,29.9,941.1791666666668,50.0,99.0,23.900069444444444,20.21,30.93,958.5069444444445,53.04,100.0,80.67402777777778,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,0,3,3,0,0,0,0,0,1,0,0,1,6,5,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2001-02-18,0.8,1.9,1.2,5.0,66.0,29.63636363636364,19.6,31.0,19.1,31.4,941.9897959183672,50.0,98.0,23.742916666666666,19.64,30.27,959.1041666666666,47.79,94.4,78.1873611111111,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,4,0,1,4,0,0,0,0,1,1,0,0,2,5,1,3,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
2001-02-19,0.9,2.7,1.7291666666666667,4.0,112.0,44.78260869565217,19.4,33.2,19.5,32.7,940.6591836734694,41.0,99.0,25.35388888888889,19.49,32.76,957.5902777777778,45.81,100.0,79.29006944444444,0,0,1,2,2,1,0,2,1,0,0,2,1,0,0,0,1,0,2,1,2,1,0,1,3,3,0,3,3,2,1,2,1,0,1,3,3,1,6,6,0,0,3,0,0,3,0,0,3,0,0,2,0,0,1,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2001-02-20,0.7,4.7,1.8291666666666675,11.0,114.0,41.66666666666666,20.4,32.4,19.8,32.3,939.9183673469388,51.0,99.0,24.99111111111111,21.29,32.04,956.6319444444445,47.42,100.0,76.62270833333334,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,1,0,1,0,0,1,1,0,2,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
